"","...1","symbol","date","open","high","low","close","volume","adjusted","name","currency","exchange","industry","logo","weburl","environment_grade","environment_level","social_grade","social_level","governance_grade","governance_level","environment_score","social_score","governance_score","total_score","last_processing_date","total_grade","total_level","cik","baseline_price","after_shock","day","log_price","Industrials","Health Care","Information Technology","Utilities","Financials","Materials","Consumer Discretionary","Real Estate","Communication Services","Consumer Staples","Energy"
"10057",13501,"MS",2022-11-03,83.0599975585938,84.629997253418,82.5500030517578,83.620002746582,6447200,75.5563507080078,"Morgan Stanley","USD","NEW YORK STOCK EXCHANGE, INC.","Financial Services","https://static.finnhub.io/logo/2fa6e0cc-80ec-11ea-9393-00000000092a.png","https://www.morganstanley.com/","A","High","BB","Medium","BB","Medium",555,303,320,1178,"18-04-2022","BBB","High",895421,78.4100036621094,0,24,4.42628275877441,0,0,0,0,1,0,0,0,0,0,0
"10058",13502,"MS",2022-11-04,85.1500015258789,85.75,84,84.8499984741211,6929700,76.667724609375,"Morgan Stanley","USD","NEW YORK STOCK EXCHANGE, INC.","Financial Services","https://static.finnhub.io/logo/2fa6e0cc-80ec-11ea-9393-00000000092a.png","https://www.morganstanley.com/","A","High","BB","Medium","BB","Medium",555,303,320,1178,"18-04-2022","BBB","High",895421,78.4100036621094,0,25,4.44088497369698,0,0,0,0,1,0,0,0,0,0,0
"10059",13503,"MS",2022-11-07,85.5199966430664,86.129997253418,85.1100006103516,85.5699996948242,4599600,77.3182907104492,"Morgan Stanley","USD","NEW YORK STOCK EXCHANGE, INC.","Financial Services","https://static.finnhub.io/logo/2fa6e0cc-80ec-11ea-9393-00000000092a.png","https://www.morganstanley.com/","A","High","BB","Medium","BB","Medium",555,303,320,1178,"18-04-2022","BBB","High",895421,78.4100036621094,0,28,4.44933475086358,0,0,0,0,1,0,0,0,0,0,0
"10060",13504,"MS",2022-11-08,85.6100006103516,86.2300033569336,84.5100021362305,85.2799987792969,4850300,77.056266784668,"Morgan Stanley","USD","NEW YORK STOCK EXCHANGE, INC.","Financial Services","https://static.finnhub.io/logo/2fa6e0cc-80ec-11ea-9393-00000000092a.png","https://www.morganstanley.com/","A","High","BB","Medium","BB","Medium",555,303,320,1178,"18-04-2022","BBB","High",895421,78.4100036621094,0,29,4.44593994610347,0,0,0,0,1,0,0,0,0,0,0
"10061",13505,"MS",2022-11-09,84.879997253418,85.3399963378906,83.1900024414062,83.4499969482422,5200800,75.4027404785156,"Morgan Stanley","USD","NEW YORK STOCK EXCHANGE, INC.","Financial Services","https://static.finnhub.io/logo/2fa6e0cc-80ec-11ea-9393-00000000092a.png","https://www.morganstanley.com/","A","High","BB","Medium","BB","Medium",555,303,320,1178,"18-04-2022","BBB","High",895421,78.4100036621094,1,30,4.42424761353795,0,0,0,0,1,0,0,0,0,0,0
"10062",13506,"MS",2022-11-10,86.6900024414062,88.9800033569336,86.5199966430664,88.8000030517578,10013900,80.2368316650391,"Morgan Stanley","USD","NEW YORK STOCK EXCHANGE, INC.","Financial Services","https://static.finnhub.io/logo/2fa6e0cc-80ec-11ea-9393-00000000092a.png","https://www.morganstanley.com/","A","High","BB","Medium","BB","Medium",555,303,320,1178,"18-04-2022","BBB","High",895421,78.4100036621094,1,31,4.48638668436477,0,0,0,0,1,0,0,0,0,0,0
"10063",13507,"MS",2022-11-11,89,91.6900024414062,89,90.7799987792969,9119100,82.0258712768555,"Morgan Stanley","USD","NEW YORK STOCK EXCHANGE, INC.","Financial Services","https://static.finnhub.io/logo/2fa6e0cc-80ec-11ea-9393-00000000092a.png","https://www.morganstanley.com/","A","High","BB","Medium","BB","Medium",555,303,320,1178,"18-04-2022","BBB","High",895421,78.4100036621094,1,32,4.50843898358149,0,0,0,0,1,0,0,0,0,0,0
"10064",13508,"MS",2022-11-14,90.2699966430664,91.3600006103516,89.7900009155273,89.8099975585938,4873400,81.1494064331055,"Morgan Stanley","USD","NEW YORK STOCK EXCHANGE, INC.","Financial Services","https://static.finnhub.io/logo/2fa6e0cc-80ec-11ea-9393-00000000092a.png","https://www.morganstanley.com/","A","High","BB","Medium","BB","Medium",555,303,320,1178,"18-04-2022","BBB","High",895421,78.4100036621094,1,35,4.49769630049873,0,0,0,0,1,0,0,0,0,0,0
"10065",13509,"MS",2022-11-15,91.0699996948242,91.8600006103516,89.3600006103516,90.5,7336100,81.7728805541992,"Morgan Stanley","USD","NEW YORK STOCK EXCHANGE, INC.","Financial Services","https://static.finnhub.io/logo/2fa6e0cc-80ec-11ea-9393-00000000092a.png","https://www.morganstanley.com/","A","High","BB","Medium","BB","Medium",555,303,320,1178,"18-04-2022","BBB","High",895421,78.4100036621094,1,36,4.50534985070588,0,0,0,0,1,0,0,0,0,0,0
"10066",13510,"MS",2022-11-16,90.4700012207031,90.4700012207031,89.0599975585938,89.8199996948242,4368600,81.1584625244141,"Morgan Stanley","USD","NEW YORK STOCK EXCHANGE, INC.","Financial Services","https://static.finnhub.io/logo/2fa6e0cc-80ec-11ea-9393-00000000092a.png","https://www.morganstanley.com/","A","High","BB","Medium","BB","Medium",555,303,320,1178,"18-04-2022","BBB","High",895421,78.4100036621094,1,37,4.49780766426195,0,0,0,0,1,0,0,0,0,0,0
"10067",13511,"MS",2022-11-17,88.6900024414062,89.120002746582,87.5100021362305,88.9499969482422,4967300,80.3723526000977,"Morgan Stanley","USD","NEW YORK STOCK EXCHANGE, INC.","Financial Services","https://static.finnhub.io/logo/2fa6e0cc-80ec-11ea-9393-00000000092a.png","https://www.morganstanley.com/","A","High","BB","Medium","BB","Medium",555,303,320,1178,"18-04-2022","BBB","High",895421,78.4100036621094,1,38,4.48807437980316,0,0,0,0,1,0,0,0,0,0,0
"10068",13512,"MS",2022-11-18,90.2699966430664,90.370002746582,88.5899963378906,89.1999969482422,5450700,80.5982360839844,"Morgan Stanley","USD","NEW YORK STOCK EXCHANGE, INC.","Financial Services","https://static.finnhub.io/logo/2fa6e0cc-80ec-11ea-9393-00000000092a.png","https://www.morganstanley.com/","A","High","BB","Medium","BB","Medium",555,303,320,1178,"18-04-2022","BBB","High",895421,78.4100036621094,1,39,4.49088100537343,0,0,0,0,1,0,0,0,0,0,0
"10069",13513,"MS",2022-11-21,89.0599975585938,89.6800003051758,88.5699996948242,89.0800018310547,4667100,80.4898147583008,"Morgan Stanley","USD","NEW YORK STOCK EXCHANGE, INC.","Financial Services","https://static.finnhub.io/logo/2fa6e0cc-80ec-11ea-9393-00000000092a.png","https://www.morganstanley.com/","A","High","BB","Medium","BB","Medium",555,303,320,1178,"18-04-2022","BBB","High",895421,78.4100036621094,1,42,4.48953486294434,0,0,0,0,1,0,0,0,0,0,0
"10070",13514,"MS",2022-11-22,89.5899963378906,90.1900024414062,89.3000030517578,89.6699981689453,3804100,81.0229034423828,"Morgan Stanley","USD","NEW YORK STOCK EXCHANGE, INC.","Financial Services","https://static.finnhub.io/logo/2fa6e0cc-80ec-11ea-9393-00000000092a.png","https://www.morganstanley.com/","A","High","BB","Medium","BB","Medium",555,303,320,1178,"18-04-2022","BBB","High",895421,78.4100036621094,1,43,4.49613624454403,0,0,0,0,1,0,0,0,0,0,0
"10071",13515,"MS",2022-11-23,89.7200012207031,90.4499969482422,89.6699981689453,89.9300003051758,4961400,81.2578582763672,"Morgan Stanley","USD","NEW YORK STOCK EXCHANGE, INC.","Financial Services","https://static.finnhub.io/logo/2fa6e0cc-80ec-11ea-9393-00000000092a.png","https://www.morganstanley.com/","A","High","BB","Medium","BB","Medium",555,303,320,1178,"18-04-2022","BBB","High",895421,78.4100036621094,1,44,4.49903159331991,0,0,0,0,1,0,0,0,0,0,0
"10072",13516,"MS",2022-11-25,89.6500015258789,91.0800018310547,89.4700012207031,90.9100036621094,2450100,82.1433563232422,"Morgan Stanley","USD","NEW YORK STOCK EXCHANGE, INC.","Financial Services","https://static.finnhub.io/logo/2fa6e0cc-80ec-11ea-9393-00000000092a.png","https://www.morganstanley.com/","A","High","BB","Medium","BB","Medium",555,303,320,1178,"18-04-2022","BBB","High",895421,78.4100036621094,1,46,4.50987004641657,0,0,0,0,1,0,0,0,0,0,0
"10073",13517,"MS",2022-11-28,90.1999969482422,91.0999984741211,89.6999969482422,89.8899993896484,6147700,81.2217102050781,"Morgan Stanley","USD","NEW YORK STOCK EXCHANGE, INC.","Financial Services","https://static.finnhub.io/logo/2fa6e0cc-80ec-11ea-9393-00000000092a.png","https://www.morganstanley.com/","A","High","BB","Medium","BB","Medium",555,303,320,1178,"18-04-2022","BBB","High",895421,78.4100036621094,1,49,4.49858669379532,0,0,0,0,1,0,0,0,0,0,0
"10074",13518,"MS",2022-11-29,89.6399993896484,91.4700012207031,89.5999984741211,91.0800018310547,5307100,82.2969589233398,"Morgan Stanley","USD","NEW YORK STOCK EXCHANGE, INC.","Financial Services","https://static.finnhub.io/logo/2fa6e0cc-80ec-11ea-9393-00000000092a.png","https://www.morganstanley.com/","A","High","BB","Medium","BB","Medium",555,303,320,1178,"18-04-2022","BBB","High",895421,78.4100036621094,1,50,4.51173826129935,0,0,0,0,1,0,0,0,0,0,0
"10075",13519,"MS",2022-11-30,91.2799987792969,93.25,89.129997253418,93.0699996948242,10520600,84.0950546264648,"Morgan Stanley","USD","NEW YORK STOCK EXCHANGE, INC.","Financial Services","https://static.finnhub.io/logo/2fa6e0cc-80ec-11ea-9393-00000000092a.png","https://www.morganstanley.com/","A","High","BB","Medium","BB","Medium",555,303,320,1178,"18-04-2022","BBB","High",895421,78.4100036621094,1,51,4.53335189491863,0,0,0,0,1,0,0,0,0,0,0
"10076",13520,"MS",2022-12-01,93.0599975585938,93.4899978637695,92.0400009155273,93,7310400,84.0318145751953,"Morgan Stanley","USD","NEW YORK STOCK EXCHANGE, INC.","Financial Services","https://static.finnhub.io/logo/2fa6e0cc-80ec-11ea-9393-00000000092a.png","https://www.morganstanley.com/","A","High","BB","Medium","BB","Medium",555,303,320,1178,"18-04-2022","BBB","High",895421,78.4100036621094,1,52,4.53259949315326,0,0,0,0,1,0,0,0,0,0,0
"10077",13521,"MS",2022-12-02,91.8600006103516,92.6600036621094,91.5100021362305,92.0999984741211,5197800,83.2185821533203,"Morgan Stanley","USD","NEW YORK STOCK EXCHANGE, INC.","Financial Services","https://static.finnhub.io/logo/2fa6e0cc-80ec-11ea-9393-00000000092a.png","https://www.morganstanley.com/","A","High","BB","Medium","BB","Medium",555,303,320,1178,"18-04-2022","BBB","High",895421,78.4100036621094,1,53,4.52287492669363,0,0,0,0,1,0,0,0,0,0,0
"10078",13522,"MS",2022-12-05,91.4800033569336,91.7200012207031,89.0899963378906,89.8099975585938,8272500,81.1494064331055,"Morgan Stanley","USD","NEW YORK STOCK EXCHANGE, INC.","Financial Services","https://static.finnhub.io/logo/2fa6e0cc-80ec-11ea-9393-00000000092a.png","https://www.morganstanley.com/","A","High","BB","Medium","BB","Medium",555,303,320,1178,"18-04-2022","BBB","High",895421,78.4100036621094,1,56,4.49769630049873,0,0,0,0,1,0,0,0,0,0,0
"10079",13523,"MS",2022-12-06,89.620002746582,89.7600021362305,86.4100036621094,87.5100021362305,10424700,79.0712203979492,"Morgan Stanley","USD","NEW YORK STOCK EXCHANGE, INC.","Financial Services","https://static.finnhub.io/logo/2fa6e0cc-80ec-11ea-9393-00000000092a.png","https://www.morganstanley.com/","A","High","BB","Medium","BB","Medium",555,303,320,1178,"18-04-2022","BBB","High",895421,78.4100036621094,1,57,4.47175309695901,0,0,0,0,1,0,0,0,0,0,0
"10080",13524,"MS",2022-12-07,86.8199996948242,88.0299987792969,86.7099990844727,87.2799987792969,7066700,78.863395690918,"Morgan Stanley","USD","NEW YORK STOCK EXCHANGE, INC.","Financial Services","https://static.finnhub.io/logo/2fa6e0cc-80ec-11ea-9393-00000000092a.png","https://www.morganstanley.com/","A","High","BB","Medium","BB","Medium",555,303,320,1178,"18-04-2022","BBB","High",895421,78.4100036621094,1,58,4.46912132753876,0,0,0,0,1,0,0,0,0,0,0
"10081",13525,"MOS",2022-10-10,51.7900009155273,53.2799987792969,50.939998626709,52.689998626709,3725100,48.6229820251465,"Mosaic Co","USD","NEW YORK STOCK EXCHANGE, INC.","Chemicals","https://static.finnhub.io/logo/2d0284ee-80ec-11ea-9f28-00000000092a.png","https://www.mosaicco.com/","A","High","BB","Medium","BB","Medium",515,379,315,1209,"18-04-2022","A","High",1285785,52.689998626709,0,0,3.9644256581576,0,0,0,0,0,1,0,0,0,0,0
"10082",13526,"MOS",2022-10-11,51.810001373291,51.8699989318848,49.1199989318848,49.560001373291,4837200,45.7345848083496,"Mosaic Co","USD","NEW YORK STOCK EXCHANGE, INC.","Chemicals","https://static.finnhub.io/logo/2d0284ee-80ec-11ea-9f28-00000000092a.png","https://www.mosaicco.com/","A","High","BB","Medium","BB","Medium",515,379,315,1209,"18-04-2022","A","High",1285785,52.689998626709,0,1,3.90318408447061,0,0,0,0,0,1,0,0,0,0,0
"10083",13527,"MOS",2022-10-12,49.2999992370605,50.4000015258789,48.189998626709,50.1199989318848,3292600,46.2513542175293,"Mosaic Co","USD","NEW YORK STOCK EXCHANGE, INC.","Chemicals","https://static.finnhub.io/logo/2d0284ee-80ec-11ea-9f28-00000000092a.png","https://www.mosaicco.com/","A","High","BB","Medium","BB","Medium",515,379,315,1209,"18-04-2022","A","High",1285785,52.689998626709,0,2,3.91442010871671,0,0,0,0,0,1,0,0,0,0,0
"10084",13528,"MOS",2022-10-13,49.689998626709,52.310001373291,48.9000015258789,52,3895900,47.9862442016602,"Mosaic Co","USD","NEW YORK STOCK EXCHANGE, INC.","Chemicals","https://static.finnhub.io/logo/2d0284ee-80ec-11ea-9f28-00000000092a.png","https://www.mosaicco.com/","A","High","BB","Medium","BB","Medium",515,379,315,1209,"18-04-2022","A","High",1285785,52.689998626709,0,3,3.95124371858143,0,0,0,0,0,1,0,0,0,0,0
"10085",13529,"MOS",2022-10-14,52.0699996948242,52.0699996948242,46.6599998474121,46.8600006103516,8387700,43.2429885864258,"Mosaic Co","USD","NEW YORK STOCK EXCHANGE, INC.","Chemicals","https://static.finnhub.io/logo/2d0284ee-80ec-11ea-9f28-00000000092a.png","https://www.mosaicco.com/","A","High","BB","Medium","BB","Medium",515,379,315,1209,"18-04-2022","A","High",1285785,52.689998626709,0,4,3.84716444610465,0,0,0,0,0,1,0,0,0,0,0
